L0 BC -1.86665  0.8904 9.8478
L1 BH -3.86563  0.8873 9.8460
L2 BB -5.86461  0.8866 9.8447
L3 BA -12.49909 0.8889 9.8472
L4 BE -19.09801 0.8886 9.8458
L5 BF -21.09699 0.8903 9.8500
L6 BG -23.09597 0.8884 9.8466
L7 BD -25.09495 0.8871 9.8465
T1 0.
T2 0.
T3 0.
T4 0.
Gu 0.
