TckL1 11 -1.86665 
TckL2 12 -3.86563 
TckL3 13 -6.34848 
TckL4 14 -12.98296
TckL5 15 -19.58188
TckL6 16 -21.58086
TckL7 17 -23.57984
TckL8 18 -25.57882
Trig1 1 0.000
Trig2 23 0.0000
Trig3 6 0.000
Trig4 19 0.000
Guard 7  0.0000
Isofoam 26 0.000
Shell 25 0.0000
Win 28 0.0000
